,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing,total_detections,total_upper_limits,Number of detected elements with error,Number of modellable detected elements with error
3199,SDSS J115934.82+205903.17,Kepler 2016,SDSS J115934.82+205903.17 Kepler 2016,7358,117,8,0,He,,,151.4561488,64.15373432,Gaia DR3 1065147834959142016,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3200,SDSS J100617.24+611613.31,Kepler 2016,SDSS J100617.24+611613.31 Kepler 2016,8830,89,8,0,He,,,151.57183,61.270364,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3201,SDSS J110141.48+273017.97,Kepler 2016,SDSS J110141.48+273017.97 Kepler 2016,7377,189,8,0,He,,,151.5719037,61.270269,Gaia DR3 1050383902059149184,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3202,SDSS J113146.45+231542.47,Kepler 2016,SDSS J113146.45+231542.47 Kepler 2016,7550,70,8,0,He,,,154.298185,34.78637422,Gaia DR3 752599079099409408,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3203,SDSS J101750.24+241911.60,Kepler 2016,SDSS J101750.24+241911.60 Kepler 2016,7313,52,8,0,He,,,154.45933,24.319889,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3204,SDSS J102421.89+222747.16,Kepler 2016,SDSS J102421.89+222747.16 Kepler 2016,9287,242,8,0,He,,,154.4593336,24.31998534,Gaia DR3 725630326616623872,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3205,SDSS J102620.95+264611.68,Kepler 2016,SDSS J102620.95+264611.68 Kepler 2016,7853,203,8,0,He,,,156.58729,26.769911,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3206,SDSS J111349.33+222842.98,Kepler 2016,SDSS J111349.33+222842.98 Kepler 2016,7551,51,8,0,He,,,156.6936467,65.30818385,Gaia DR3 1053715594089875840,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3207,SDSS J102646.49+651829.74,Kepler 2016,SDSS J102646.49+651829.74 Kepler 2016,8567,100,8,0,He,,,156.69371,65.308261,Gaia DR3 2829314727058178816,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3208,SDSS J104849.77+262333.68,Kepler 2016,SDSS J104849.77+262333.68 Kepler 2016,6347,54,8,0,He,,,156.9870631,45.53979973,Gaia DR3 830203606220330240,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3209,SDSS J103310.69+283707.57,Kepler 2016,SDSS J103310.69+283707.57 Kepler 2016,7054,143,8,0,He,,,158.29454,28.618769,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3210,SDSS J103534.76+240409.92,Kepler 2016,SDSS J103534.76+240409.92 Kepler 2016,7429,79,8,0,He,,,158.8948261,24.06939741,Gaia DR3 724060911203360640,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3211,SDSS J111409.30+295730.39,Kepler 2016,SDSS J111409.30+295730.39 Kepler 2016,7758,78,8,0,He,,,160.3307238,27.7715738,Gaia DR3 734116705248896128,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3212,SDSS J110836.29+303304.68,Kepler 2016,SDSS J110836.29+303304.68 Kepler 2016,6690,35,8,0,He,,,160.3776627,34.54469518,Gaia DR3 750285088159627392,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3213,SDSS J104130.65+343240.78,Kepler 2016,SDSS J104130.65+343240.78 Kepler 2016,7182,85,8,0,He,,,161.4688672,60.15590524,Gaia DR3 855674583352060544,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3214,SDSS J104708.84+521935.47,Kepler 2016,SDSS J104708.84+521935.47 Kepler 2016,6775,59,8,0,He,,,161.78683,52.326519,Gaia DR3 1551232923347208448,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3215,SDSS J104119.39+274617.67,Kepler 2016,SDSS J104119.39+274617.67 Kepler 2016,7303,45,8,0,He,,,161.7868911,52.32646847,Gaia DR3 837084590505236864,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3216,SDSS J101711.54+344710.55,Kepler 2016,SDSS J101711.54+344710.55 Kepler 2016,5790,32,8,0,He,,,162.20732,26.39267,Gaia DR3 729995971891636992,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3217,SDSS J104955.29+212832.67,Kepler 2016,SDSS J104955.29+212832.67 Kepler 2016,8364,181,8,0,He,,,162.48037,21.475742,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3218,SDSS J105152.70+275118.70,Kepler 2016,SDSS J105152.70+275118.70 Kepler 2016,7179,178,8,0,He,,,162.96958,27.855194,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3219,SDSS J105826.60+314358.32,Kepler 2016,SDSS J105826.60+314358.32 Kepler 2016,8210,45,8,0,He,,,164.61083,31.732867,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3220,SDSS J102834.08+250724.68,Kepler 2016,SDSS J102834.08+250724.68 Kepler 2016,6387,121,8,0,He,,,164.6108391,31.73290301,Gaia DR3 736915954478557824,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3221,SDSS J095934.77+255618.75,Kepler 2016,SDSS J095934.77+255618.75 Kepler 2016,7505,100,8,0,He,,,165.3738119,49.11916563,Gaia DR3 832748872559701376,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3222,SDSS J110129.72+490708.96,Kepler 2016,SDSS J110129.72+490708.96 Kepler 2016,8056,152,8,0,He,,,165.37383,49.119156,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3223,SDSS J110202.02+265335.56,Kepler 2016,SDSS J110202.02+265335.56 Kepler 2016,6907,36,8,0,He,,,165.50842,26.893211,Gaia DR3 822478334444228480,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3224,SDSS J120943.03+302629.14,Kepler 2016,SDSS J120943.03+302629.14 Kepler 2016,6794,31,8,0,He,,,165.5084303,26.89324407,Gaia DR3 730298028350540288,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3225,SDSS J110446.03+243933.37,Kepler 2016,SDSS J110446.03+243933.37 Kepler 2016,10286,37,8,0,He,,,166.19179,24.659269,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3226,SDSS J121927.94+301842.27,Kepler 2016,SDSS J121927.94+301842.27 Kepler 2016,8473,166,8,0,He,,,166.1918604,24.65930227,Gaia DR3 3995629412866477696,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3227,SDSS J110456.77+642606.27,Kepler 2016,SDSS J110456.77+642606.27 Kepler 2016,8675,98,8,0,He,,,166.23654,64.435075,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3228,SDSS J123412.27+305123.15,Kepler 2016,SDSS J123412.27+305123.15 Kepler 2016,8768,183,8,0,He,,,166.2366311,64.43498,Gaia DR3 1055640907669798272,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3229,SDSS J123024.04+314339.73,Kepler 2016,SDSS J123024.04+314339.73 Kepler 2016,6681,61,8,0,He,,,166.6844549,67.61899967,Gaia DR3 1060188315963488640,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3230,SDSS J123216.13+323240.40,Kepler 2016,SDSS J123216.13+323240.40 Kepler 2016,7379,135,8,0,He,,,167.1512257,30.55134129,Gaia DR3 732899545876664832,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3231,SDSS J110930.19+211241.04,Kepler 2016,SDSS J110930.19+211241.04 Kepler 2016,6626,45,8,0,He,,,167.37579,21.2114,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3232,SDSS J125228.96+332756.42,Kepler 2016,SDSS J125228.96+332756.42 Kepler 2016,8282,126,8,0,He,,,167.3759479,21.21141598,Gaia DR3 3991345131449071488,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3233,SDSS J125238.85+333008.33,Kepler 2016,SDSS J125238.85+333008.33 Kepler 2016,6489,113,8,0,He,,,168.4555519,22.47864366,Gaia DR3 3991951069730422784,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3234,SDSS J131028.90+314901.58,Kepler 2016,SDSS J131028.90+314901.58 Kepler 2016,7903,230,8,0,He,,,168.5387662,29.95854912,Gaia DR3 732584600219557120,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
3235,SDSS J111741.76+331121.13,Kepler 2016,SDSS J111741.76+331121.13 Kepler 2016,6693,55,8,0,He,,,169.424,33.189203,Gaia DR3 729218617173430784,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
