wdid|request|name|wdname|gaiaedr3|icrsra|icrsdec|spectype|teff|Dteff|logg|Dlogg|mass|Dmass|logL|DlogL|age|Dage|loghhe|logche|logch|lognh|logohe|logoh|lognahe|lognah|logmghe|logmgh|logalhe|logalh|logsihe|logsih|logphe|logph|logshe|logsh|logclhe|logcahe|logcah|logsche|logsch|logtihe|logtih|logvhe|logcrhe|logcrh|logmnhe|logmnh|logfehe|logfeh|logcohe|lognihe|lognih|logcuhe|logznhe|loggahe|loggehe|logsrhe|parallax|Dparallax|Dpc|DDpc|variability|ismag|binarity|BD|hasdisk|pmra|pmdec|comp|allnames|velU|velV|velW|B|DB|Mv|V|DV|R|DR|I|DI|J|DJ|H|DH|K|DK|su|Dsu|sg|Dsg|sr|Dsr|si|Dsi|sz|Dsz|PS_g|DPS_g|PS_r|DPS_r|PS_i|DPS_i|PS_z|DPS_z|PS_y|DPS_y|G|DG|BP|RP|EBmV|nbUV|nbOpt
Gaia DR2 4733604373137759616||Gaia EDR3 4733604373137759616||4733604373137759616|03 13 18.48|-56 07 39.48|DA|10990|120|7.99|0.02|0.588|0.035|||||||||||||||||||||||||||||||||||||||||||||28.69988872|0.017911883|34.84|||||||-92.08803966|-280.6860058|H|Gaia DR2 4733604373137759616;Gaia EDR3 4733604373137759616;031318.66-560734.99;LEP0313-5607;WDJ031318.66-560734.99;J0313-5607||||14.76|||14.596||14.604||14.582||14.636||14.625||14.635||||||||||||||||||||||14.599804|0.001969151|14.629261|14.570692|0.001|0|1
Gaia DR2 4767805506952137600||Gaia EDR3 4767805506952137600||4767805506952137600|05 58 09.40|-54 28 02.88|DA|4850|60|7.92|0.05|||||||||||||||||||||||||||||||||||||||||||||||25.24467318|0.07588219|39.61|||||||274.8506688|112.7927548||Gaia DR2 4767805506952137600;Gaia EDR3 4767805506952137600;055808.89-542804.68;WDJ05588.89-542804.68;WDJ055808.89-542804.68;J0558-5428|||||||||||||||||||||||||||||||||||||||17.90294|0.011767677|18.411245|17.247034|0|0|0
Gaia DR2 4769136809374612992||Gaia EDR3 4769136809374612992||4769136809374612992|05 34 46.73|-52 41 48.68|DA|5980|70|8.05|0.04|||||||||||||||||||||||||||||||||||||||||||||||25.2101467|0.05063821|39.67|||||||131.915134|100.4585212||Gaia DR2 4769136809374612992;Gaia EDR3 4769136809374612992;053446.50-524150.29;WDJ053446.5-524150.28;WDJ053446.50-524150.29;J0534-5241|||||||||||||||||||||||||||||||||||||||17.101131|0.007613235|17.388266|16.628973|0|0|0
Gaia DR2 4782553840532147840||Gaia EDR3 4782553840532147840||4782553840532147840|04 18 23.77|-50 04 35.19|DC|4700|40|8.14|0.03|0.614|0.038|||||||||||||||||||||||||||||||||||||||||||||41.9251895|0.055612005|23.85|||||||259.925592|-690.3985004|H|Gaia DR2 4782553840532147840;2MASS J04182335-5004233;LEHPM 3726;WISEA J041823.63-500431.4;TIC 219239128;Gaia EDR3 4782553840532147840;041823.34-500424.14;LEP0418-5004;WDJ041823.34-500424.14;J0418-5004||||18.623|||17.516||16.941||16.329||16.042||15.852||15.782||||||||||||||||||||||17.228647|0.00794391|17.773468|16.546791|0|0|1
Gaia DR2 478823780455331968||Gaia EDR3 478823780455331968||478823780455331968|04 44 54.35|63 24 10.03|CND|||||||||||||||||||||||||||||||||||||||||||||||||||100.5826048|0.740706683|9.94|||||||6.475130326|116.1782088||Gaia DR2 478823780455331968;Gaia EDR3 478823780455331968;WDJ044454.33+632408.22;WDJ044454.33+632408.23;J0444+6324|||||||||||||||||||||||||||||19.27630043|0.007174|18.25259972|0.006382|17.73679924|0.004155|17.45669937|0.00412|17.24670029|0.011115|18.461458|0.010175452|19.016949|17.321774|0|0|0
Gaia DR2 478978296199510912||Gaia DR2 478978296199510912|||04 56 20.38|64 09 27.64||||||||||||||||||||||||||||||||||||||||||||||||||||45.1933|0.6477|22.13|||||||-252.068|-398.045||Gaia DR2 478978296199510912;WDJ045620.38+640927.64;J0456+6409|||||||||||||||||||||||||||||||||||||||17.2517|0.0072|17.775673|16.416712|0|0|0
Gaia DR2 4805691447831511680||Gaia EDR3 4805691447831511680||4805691447831511680|05 28 44.13|-43 04 49.81|DA|10540|140|8.69|0.02|||||||||||||||||||||||||||||||||||||||||||||||26.09059367|0.030329073|38.33|||||||78.92322615|-37.5361629||EC 05272-4307;Gaia DR2 4805691447831511680;Gaia EDR3 4805691447831511680;052844.01-430449.21;WDJ052844.01-430449.20;WDJ052844.01-430449.21;J0528-4304||||16.32|||16.09||||||||||||||||||||||||||||||||16.08526|0.003984875|16.1398|16.016542|0|0|0
Gaia DR2 4815192671404177280||Gaia EDR3 4815192671404177280||4815192671404177280|04 45 38.04|-42 32 49.38|DAZ|6750|50|7.97|0.02|0.596|0.034|||||||||||||||||||||||||||||||||||||||||||||36.59765865|0.024485363|27.32|||||||-266.2954405|354.1236699|H|2MASS J04453843-4232552;[SII2000] 159;APMPM J0446-4233;Gaia DR2 4815192671404177280;TIC 200459727;Gaia EDR3 4815192671404177280;044538.42-423255.05;LEP0445-4232;WDJ044538.42-423255.04;WDJ044538.42-423255.05;J0445-4232;J0446-4233||||16.186|||15.826||15.568||15.3||14.95||14.843||14.74||||||||||||||||||||||15.697677|0.004122905|15.904707|15.336406|0|0|1
Gaia DR2 481698110012697728||Gaia EDR3 481698110012697728||481698110012697728|05 37 14.83|67 59 49.53|DAH|7600|28|8.294|0.006|0.78|0.005|-3.07||2.17||||||||||||||||||||||||||||||||||||||||||28.56265029|0.04387616|35.01|||||||-23.92293243|-61.03380118|H|Gaia DR2 481698110012697728;2MASS J05371489+6759504;TIC 321159503;PM J05372+6759;Gaia EDR3 481698110012697728;J0537+6759;WDJ053714.90+675950.51;WDJ053714.9+675950.50;05372+6759;J0537+6759||||||12.55|||||||15.89|0.19|15.55|0.03|15.55||16.4096|0.00285|||||||||16.4095993|0.003134|16.30970001|0.003947|16.34740067|0.003091|16.41819954|0.002959|16.4673996|0.005413|16.264017|0.002144124|16.407354|16.011581|0.001|0|4
Gaia DR2 4829340465475546880||Gaia EDR3 4829340465475546880||4829340465475546880|03 43 47.38|-51 25 22.82|DAZ|6740|50|8.01|0.02|0.63|0.036|||||||||||||||||||||||||||||||||||||||||||||35.82915518|0.02558103|27.91|||||||-21.90189499|-391.55994|H|L 228-55;TIC 206434512;EC 03423-5134;2MASS J03434743-5125164;LAWD 16;NLTT 11740;UCAC4 193-003612;USNO-B1.0 0385-00030073;LTT 1765;Gaia DR2 4829340465475546880;Gaia EDR3 4829340465475546880;034347.42-512516.55;LEP0343-5125;WDJ034347.42-512516.55;J0343-5125||||16.258|||15.884||15.651||15.371||15.068||15.004||14.924||||||||||||||||||||||15.7992735|0.001898085|16.008837|15.443391|0|0|1
Gaia DR2 4839901583898106496||Gaia EDR3 4839901583898106496||4839901583898106496|04 26 44.33|-41 53 42.34|DAZ|6130|60|8.12|0.03|0.676|0.038|||||||||||||||||||||||||||||||||||||||||||||29.05940119|0.04353438|34.41|||||||247.7530695|-56.29084526|H|SCR J0426-4153;Gaia DR2 4839901583898106496;2MASS J04264396-4153412;TIC 153743215;Gaia EDR3 4839901583898106496;042643.98-415341.44;LEP0426-4153;WDJ042643.98-415341.43;WDJ042643.98-415341.44;J0426-4153||||17.45|||16.942||16.635||16.282||15.856||15.7||15.617||||||||||||||||||||||16.792603|0.008001454|17.079727|16.350891|0|0|1
Gaia DR2 4850844228558819584||Gaia EDR3 4850844228558819584||4850844228558819584|03 13 30.89|-42 42 44.79|CND|||||||||||||||||||||||||||||||||||||||||||||||||||25.73196363|0.087905616|38.86|||||||81.12645724|-97.70239643||Gaia DR2 4850844228558819584;Gaia EDR3 4850844228558819584;WDJ031330.78-424243.22;J0313-4242|||||||||||||||||||||||||||||||||||||||17.763653|0.009201848|18.230963|17.129456|0|0|0
Gaia DR2 4860061541910268160||Gaia EDR3 4860061541910268160||4860061541910268160|03 40 10.97|-36 10 38.68|DA|5610|40|7.83|0.03|0.528|0.035|||||||||||||||||||||||||||||||||||||||||||||29.07614401|0.04928325|34.39|||||||610.779611|-28.79011079|H|LHS 1575;LEHPM 3458;NLTT 11563;TIC 129837022;LP 944-26;2MASS J03401013-3610381;Gaia DR2 4860061541910268160;Gaia EDR3 4860061541910268160;034010.17-361038.22;LEP0340-3610;WDJ034010.17-361038.21;WDJ034010.17-361038.22;J0340-3610||||17.549|||16.95||16.559||16.169||15.709||15.488||15.408||||||||||||||||||||||16.77096|0.004763333|17.127012|16.254574|0|0|3
Gaia DR2 4885878590326674560||Gaia EDR3 4885878590326674560||4885878590326674560|04 20 21.43|-29 34 26.01|DAH|6420|40|8.02|0.02|0.586||||1.918||||||||||||||||||||||||||||||||||||||||||32.16481353|0.037116114|31.09|||||||77.94721595|15.71496869||Gaia DR2 4885878590326674560;Gaia EDR3 4885878590326674560;042021.33-293426.26;WDJ042021.33-293426.26;J0420-2934|||||||||||||||||||||||||||||16.52729988|0.004655|16.24419975|0.00177|16.18479919|0.005517|16.18689919|0.004961|16.19669914|0.009333|16.241571|0.002777083|16.483484|15.8409195|0|0|0
Gaia DR2 4893995356962398208||Gaia EDR3 4893995356962398208||4893995356962398208|04 49 03.46|-24 12 38.25|DA|4870|50|7.96|0.04|0.548||||5.8||||||||||||||||||||||||||||||||||||||||||33.69644661|0.06594129|29.68|||||||210.5300727|59.38375991||LP 835-22;2MASS J04490319-2412395;NLTT 14008;TIC 609330;Gaia DR2 4893995356962398208;Gaia EDR3 4893995356962398208;044903.21-241239.20;WDJ04493.21-241239.20;WDJ044903.21-241239.20;J0449-2412|||||||17.53||||||15.927|0.08|15.781|0.132|||||||||||||17.9409008|0.007517|17.27129936|0.003148|16.99360085|0.003196|16.90909958|0.009349|16.8355999|0.008919|17.306787|0.010321634|17.816978|16.653776|0|0|0
Gaia DR2 4925740628477887232||Gaia EDR3 4925740628477887232||4925740628477887232|00 53 11.33|-50 13 24.95|DC|5710|60|8.16|0.03|||||||||||||||||||||||||||||||||||||||||||||||28.72200219|0.061008543|34.82|||||||70.43654597|-130.0511258||Gaia DR2 4925740628477887232;Gaia EDR3 4925740628477887232;005311.22-501322.87;WDJ005311.22-501322.87;J0053-5013|||||||||||||||||||||||||||||||||||||||17.175905|0.008223566|17.507463|16.662483|0.001|0|0
Gaia DR2 4926464691244602752||Gaia EDR3 4926464691244602752||4926464691244602752|00 41 26.69|-50 33 04.37|DC|4180|60|7.7|0.04|0.35|0.032|||||||||||||||||||||||||||||||||||||||||||||31.8382484|0.086275816|31.41|||||||46.55546208|-361.9192754|H|LEHPM 890;2MASS J00412662-5032578;TIC 469942228;[SII2000] 19;Gaia DR2 4926464691244602752;APMPM J0041-5033;Gaia EDR3 4926464691244602752;004126.61-503258.58;LEP0041-5032;WDJ004126.61-503258.57;WDJ004126.61-503258.58;J0041-5032;J0041-5033||||19.498|||18.224||17.482||16.736||16.379||16.068||15.906||||||||||||||||||||||17.775093|0.014300293|18.46966|17.000713|0.001|0|1
Gaia DR2 4970215770740383616||Gaia EDR3 4970215770740383616||4970215770740383616|02 13 49.05|-33 45 24.25||||||||||||||||||||||||||||||||||||||||||||||||||||53.3325|0.0649|18.75|||||||173.232|361.637||LP 941-19;TIC 70552917;Gaia DR2 4970215770740383616;2MASS J02134882-3345301;WISE J021348.96-334525.6;NLTT 7394;UCAC4 282-002300;Gaia EDR3 4970215770740383616;WDJ021348.83-334530.03;J0213-3345||||15.98|0.06||15.49|0.03|15.94|0.4|||14.822|0.039|14.525|0.04|14.437|0.078|||15.68|0.06|15.37|0.05|15.38|0.16|||||||||||||15.9873|0.0029|15.917|15.0873|0|0|0
Gaia DR2 4987578158855872384||Gaia EDR3 4987578158855872384||4987578158855872384|00 54 11.61|-39 40 41.62|DA|6260|40|8.23|0.02|||||||||||||||||||||||||||||||||||||||||||||||37.34295153|0.04713559|26.78|||||||135.8035832|-5.588468264||Gaia DR2 4987578158855872384;Gaia EDR3 4987578158855872384;005411.42-394041.53;WDJ005411.42-394041.53;J0054-3940|||||||||||||||||||||||||||||||||||||||16.308073|0.002218408|16.566473|15.888279|0|0|0
Gaia DR2 5016473702391268096||Gaia EDR3 5016473702391268096||5016473702391268096|01 29 53.47|-32 24 28.48|DA|6720|50|8.11|0.03|||||||||||||||||||||||||||||||||||||||||||||||26.10497929|0.054795265|38.31|||||||223.5233505|-163.4847006||G 274-47;TIC 70502653;WT 2380;2MASS J01295318-3224256;LEHPM 1603;LP 883-413;Gaia DR2 5016473702391268096;NLTT 4982;Gaia EDR3 5016473702391268096;012953.18-322425.86;WDJ012953.18-322425.86;J0129-3224|||||||||||||15.885|0.081|15.703|0.156|15.662|0.218|||||||||||||||||||||16.649845|0.003235907|16.868742|16.291288|0|0|0
Gaia DR2 5053839127592396032||Gaia EDR3 5053839127592396032||5053839127592396032|03 28 50.99|-32 38 25.22|DC|4663|69|7.779|0.047|0.452|0.035|||||||||||||||||||||||||||||||||||||||||||||32.48234238|0.06758897|30.79|||||||159.7095274|360.3254121|H|NLTT 11051;Gaia DR2 5053839127592396032;LP 888-14;TIC 142930285;2MASS J03285078-3238311;Gaia EDR3 5053839127592396032;LEP0328-3238;WDJ032850.79-323830.98;WDJ032850.79-323830.99;J0328-3238||||18.723|||17.654||17.099||16.546||15.933||15.491||15.613||||||||||||||||||||||17.334087|0.008280151|17.88778|16.637194|0|0|1
Gaia DR2 5064259336725948672||Gaia EDR3 5064259336725948672||5064259336725948672|02 35 38.87|-30 32 28.47|CND|4749|130|||1.187|0.003|||4.973||-3.33||||||||||||||||||||||||||||||||||||||||30.63819636|0.21879067|32.64|||||||261.3513565|-183.6124397||LEHPM 2617;Gaia DR2 5064259336725948672;Gaia EDR3 5064259336725948672;J0235-3032;WDJ023538.55-303225.52;J0235-3032|||||||||||||||||||||||||||||||||||||||19.004848|0.020445323|19.032335|19.31484|0|0|0
Gaia DR2 5065010887285008128||Gaia EDR3 5065010887285008128||5065010887285008128|02 57 59.63|-30 27 12.06|DA|6170|40|7.98|0.02|0.65|0.041|||||||||||||||||||||||||||||||||||||||||||||25.95127226|0.05765572|38.53|||||||-194.2668979|-129.4654432|H|Gaia DR2 5065010887285008128;Gaia EDR3 5065010887285008128;025759.87-302709.99;LEP0257-3027;WDJ025759.87-302709.98;WDJ025759.87-302709.99;J0257-3027||||17.298|||16.899||16.64||16.287||15.952||15.696||15.324||||||||||||||||||||||16.802092|0.003531844|17.072664|16.367743|0|0|1
Gaia DR2 5077717389114829056||Gaia EDR3 5077717389114829056||5077717389114829056|02 50 17.27|-22 41 28.26|DA|5620|60|8.23|0.03|0.735||||4.931||||||||||||||||||||||||||||||||||||||||||27.90750361|0.084615216|35.83|||||||76.96482942|141.5572842||Gaia DR2 5077717389114829056;Gaia EDR3 5077717389114829056;025017.18-224130.53;WDJ025017.18-224130.52;WDJ025017.18-224130.53;J0250-2241|||||||||||||||||||||||||||||17.80509949|0.010043|17.38299942|0.002437|17.21170044|0.00308|17.19039917|0.007792|17.15970039|0.011921|17.402481|0.007329988|17.762775|16.887339|0|0|0
Gaia DR2 5090109228757394048||Gaia EDR3 5090109228757394048||5090109228757394048|04 13 58.99|-21 22 28.66|CND|4082||7.07||0.18||||2.59||||||||||||||||||||||||||||||||||||||||||27.86860651|0.079546414|35.88|||||||-112.5447136|-374.0566665||Gaia DR2 5090109228757394048;Gaia EDR3 5090109228757394048;WDJ041359.12-212222.67;J0413-2122|||||||||||||||||||||||||||||18.49609947|0.003629|17.52179909|0.000483|17.11490059|0.013393|16.9333992|0.003791|16.87610054|0.022147|17.548952|0.008947467|18.26906|16.743076|0|0|0
Gaia DR2 5167424240722533760||Gaia EDR3 5167424240722533760||5167424240722533760|03 11 24.62|-08 53 25.66|DA|5083|24|7.91|0.014|0.527|0.011|||4.12||||||||||||||||||||||||||||||||||||||||||25.66678918|0.12303302|38.96|||||||47.43442782|-42.69489571|H|Gaia DR2 5167424240722533760;TIC 9842354;2MASS J03112457-0853249;Gaia EDR3 5167424240722533760;J0311-0853;WDJ031124.57-085324.98;WDJ031124.57-085324.97;J0311-0853|||||||||||||15.99|0.134|15.99|0.134|||18.1622|0.00802|||||||||18.16220093|0.006978|17.58480072|0.004591|17.34219933|0.003751|17.24279976|0.00532|17.20750046|0.00887|17.613182|0.018806081|18.065813|16.996244|0|0|2
Gaia DR2 5181816233750415488||Gaia EDR3 5181816233750415488||5181816233750415488|03 11 39.27|-05 51 16.44|DC|3966|19|7.768|0.012|0.444|0.009|||7.22||||||||||||||||||||||||||||||||||||||||||31.61233941|0.14825681|31.63|||||||433.6513701|69.29149829|H|TIC 49822529;LP 652-80;NLTT 10181;2MASS J03113877-0551176;Gaia DR2 5181816233750415488;Gaia EDR3 5181816233750415488;J0311-0551;WDJ031138.80-055117.55;WDJ031138.8-055117.54;J0311-0551|||||||18.72||||||16.684|0.129|||||19.0532|0.0052|||||||||19.05319977|0.004927|18.0590992|0.010396|17.63769913|0.003851|17.47979927|0.005708|17.38419914|0.009281|18.086592|0.030283025|18.809654|17.276896|0|0|2
Gaia DR2 5224999346778496128||Gaia EDR3 5224999346778496128||5224999346778496128|11 47 30.06|-74 57 37.57|DC:|3820|80|7.74|0.05|||||||||||||||||||||||||||||||||||||||||||||||50.08174549|0.061554786|19.97|||||||-1067.84144|1354.602749||Gaia DR2 5224999346778496128;TIC 454815857;2MASS J11473444-7457592;SSSPM J1148-7458;Gaia EDR3 5224999346778496128;114734.45-745759.24;WDJ114734.45-745759.23;WDJ114734.45-745759.24;J1147-7457;J1148-7458|||||||||||||15.58|0.057|15.572|0.124|15.217|0.168|||||||||||||||||||||17.154837|0.011593573|17.908756|16.337513|0.001|0|0
Gaia DR2 5233071514480420864||Gaia EDR3 5233071514480420864||5233071514480420864|10 34 27.07|-67 22 40.34|DA|18780|350|8.39|0.02|||||||||||||||||||||||||||||||||||||||||||||||42.3964363|0.021037739|23.59|||||||11.30455295|-68.64951608||TIC 397601840;Gaia DR2 5233071514480420864;WISE J103427.05-672240.0;2MASS J10342703-6722392;UCAC4 114-031850;Gaia EDR3 5233071514480420864;103427.04-672239.24;WDJ103427.04-672239.24;J1034-6722||||13.32|0.02||13.31|0.06|13.6|0.09|||13.836|0.03|13.925|0.035|14.009|0.066|||13.22|0.02|13.53|0.04|14.02|0.19|||||||||||||13.373788|0.000831948|13.299052|13.542674|0.001|0|0
Gaia DR2 5271072526109138176||Gaia EDR3 5271072526109138176||5271072526109138176|08 17 15.17|-68 08 31.35|DQpec|4440|100|7.83|0.07|||||||||||||||||||||||||||||||||||||||||||||||25.71869041|0.10471084|38.88|||||||-358.6898435|435.1874138||PM J08172-6808;Gaia DR2 5271072526109138176;Gaia EDR3 5271072526109138176;081716.19-680838.31;WDJ081716.19-680838.31;J0817-6808||||18.9|||||16.8||15.5||||||||||||||||||||||||||||18.157343|0.024367942|18.78406|17.427525|0.002|0|0
Gaia DR2 5290126272348542080||Gaia EDR3 5290126272348542080||5290126272348542080|08 12 00.18|-61 08 07.77|DA|6260|60|8.17|0.03|||||||||||||||||||||||||||||||||||||||||||||||25.01895301|0.05062263|39.97|||||||-47.36092769|125.972772||Gaia DR2 5290126272348542080;Gaia EDR3 5290126272348542080;081200.29-610809.79;WDJ08120.29-610809.79;WDJ081200.29-610809.79;J0812-6108|||||||||||||||||||||||||||||||||||||||17.092545|0.005721797|17.360626|16.673424|0.001|0|0
Gaia DR2 529594417061837824||Gaia EDR3 529594417061837824||529594417061837824|00 24 51.57|68 34 47.22|DC|5129|26|7.942|0.013|0.534|0.011|||5.01||||||||||||||||||||||||||||||||||||||||||27.75753414|0.07246258|36.03|||||||411.5839674|23.01864685|He|Gaia DR2 529594417061837824;G 242-54B;LSPM J0024+6834N;** CBL 572B;WDS J00248+6835B;Gaia EDR3 529594417061837824;J0024+6834;WDJ002450.37+683446.85;WDJ002450.37+683446.84;J0024+6834;J0024+6835|||||||||15.5||||||||||17.8569|0.00504|||||||||17.85689926|0.005035|17.44879913|0.002583|17.27639961|0.011296|17.21069908|0.006544|17.05529976|0.010016|17.467155|0.006049851|17.766714|16.905201|0.001|0|2
Gaia DR2 5297051821220130560||Gaia EDR3 5297051821220130560||5297051821220130560|09 16 20.45|-63 11 19.35|DA|10110|100|8.51|0.02|||||||||||||||||||||||||||||||||||||||||||||||42.82157229|0.018891064|23.35|||||||-110.3547355|-133.619962||Gaia DR2 5297051821220130560;L 140-234;2MASS J09162070-6311172;TIC 358165776;UCAC4 135-021123;NLTT 21408;Gaia EDR3 5297051821220130560;091620.71-631117.21;WDJ091620.71-631117.20;WDJ091620.71-631117.21;J0916-6311||||14.92|0.08||14.67|0.03|15.01|0.17|||14.756|0.069|14.654|0.061|14.587|0.095|||14.76|0.01|14.7|0.02|14.82|0.03|||||||||||||14.789858|0.000943682|14.84233|14.700799|0.001|0|0
Gaia DR2 5302618648583292800||Gaia EDR3 5302618648583292800||5302618648583292800|08 50 20.44|-58 47 58.86|DZA|5600|50|8.9|0.02|||||||||||||||||||||||||||||||||||||||||||||||42.95701736|0.081023365|23.28|||||||-418.5397786|458.601852||PM J08503-5848;Gaia DR2 5302618648583292800;TIC 121882308;2MASS J08502133-5848066;Gaia EDR3 5302618648583292800;085021.30-584806.21;WDJ085021.3-584806.21;WDJ085021.30-584806.21;J0850-5848||||18|||||17.7||17.1||16.74||16.9||16.83||||||||||||||||||||||17.512245|0.041613262|17.744997|17.005922|0|0|0
Gaia DR2 5314177402013456256||Gaia EDR3 5314177402013456256||5314177402013456256|09 24 47.87|-49 15 20.58|DC:|5550|30|8.17|0.02|||||||||||||||||||||||||||||||||||||||||||||||44.3077164|0.03649356|22.57|||||||-723.906796|563.9967162||Gaia DR2 5314177402013456256;2MASS J09244905-4915296;TIC 296203496;PM J09248-4915;Gaia EDR3 5314177402013456256;092449.05-491529.60;WDJ092449.05-491529.60;J0924-4915|||||||16.45||||||15.253|0.062|14.917|0.075|14.795|0.107|||||||||||||||||||||16.358255|0.004510124|16.721212|15.826742|0|0|0
Gaia DR2 5320436784269889792||Gaia EDR3 5320436784269889792||5320436784269889792|08 08 33.97|-53 01 01.32|DZA|4140|100|7.78|0.06|||||||||||||||||||||||||||||||||||||||||||||||33.29342337|0.08465575|30.04|||||||21.89069266|-115.2686244||Gaia DR2 5320436784269889792;Gaia EDR3 5320436784269889792;080833.93-530059.48;WDJ080833.93-530059.48;J0808-5300|||||||||||||||||||||||||||||||||||||||17.809834|0.018516945|18.48716|17.029058|0|0|0
Gaia DR2 5322090003089341440||Gaia EDR3 5322090003089341440||5322090003089341440|08 37 58.72|-50 17 43.00|DA|12490|160|8.31|0.01|0.78|0.031|||||||||||||||||||||||||||||||||||||||||||||31.52187737|0.019103125|31.72|||||||-266.3309398|172.3729413|H|Gaia DR2 5322090003089341440;2MASS J08375919-5017460;WISE J083758.86-501743.7;UPM J0837-5017;TIC 93113533;UCAC4 199-021103;Gaia EDR3 5322090003089341440;083759.16-501745.76;LEP0837-5017;WDJ083759.16-501745.75;WDJ083759.16-501745.76;J0837-5017||||14.737|||14.582||14.62||14.596||14.768||14.856||14.802||||||||||||||||||||||14.595462|0.000943187|14.593354|14.622897|0|0|1
Gaia DR2 5322552760038496512||Gaia EDR3 5322552760038496512||5322552760038496512|08 25 32.67|-51 07 27.88|DC:|5010|40|7.98|0.03|0.616|0.035|||||||||||||||||||||||||||||||||||||||||||||37.42486806|0.046435796|26.72|||||||-279.7605078|184.4159463|H|Gaia DR2 5322552760038496512;Gaia EDR3 5322552760038496512;082533.15-510730.83;LEP0825-5107;WDJ082533.15-510730.82;WDJ082533.15-510730.83;J0825-5107||||18.081|||17.245||16.759||16.279||15.677||15.337||15.253||||||||||||||||||||||16.959555|0.005856168|17.425596|16.332773|0|0|1
Gaia DR2 53278867446391040||Gaia EDR3 53278867446391040||53278867446391040|03 58 26.75|21 57 22.04|DAZ|6765|30|8.218|0.008|0.712|0.007|||2.75||||||||||||||||||||||-7.39||||||||||||||||||||27.67340102|0.07140552|36.14|||||||222.4506091|-257.5642761|H|LP 357-85;Gaia DR2 53278867446391040;2MASS J03582650+2157269;USNO-B1.0 1119-00049130;NLTT 12258;LSPM J0358+2157;TIC 14180426;Gaia EDR3 53278867446391040;J0358+2157;035826.49+215726.16;WDJ035826.49+215726.16;WDJ035826.49+215726.15;J0358+2157||||16.7|||||16.3||||15.625|0.107|15.606|0.179|15.606|0.179|16.8683|0.00475|||||||||16.86829948|0.006322|16.67519951|0.002071|16.62120056|0.003593|16.65320015|0.002875|16.68429947|0.00809|16.646381|0.005673214|16.86237|16.294155|0|0|2
Gaia DR2 5356710428806242816||Gaia EDR3 5356710428806242816||5356710428806242816|10 13 41.45|-52 34 00.83|DA|6920|60|8.13|0.02|||||||||||||||||||||||||||||||||||||||||||||||25.25368918|0.047310118|39.6|||||||137.2595414|2.338578595||Gaia DR2 5356710428806242816;Gaia EDR3 5356710428806242816;101341.21-523400.86;WDJ101341.21-523400.86;J1013-5234|||||||||||||||||||||||||||||||||||||||16.639917|0.003079716|16.834679|16.297106|0.002|0|0
Gaia DR2 5367774809996936960||Gaia EDR3 5367774809996936960||5367774809996936960|10 37 06.43|-44 12 34.16|DAH|5680|50|7.92|0.03|0.629|0.041|||||||||||||||||||||||||||||||||||||||||||||25.57286581|0.06833412|39.1|||||||-213.7744906|175.0359167|H|TIC 146587982;2MASS J10370678-4412370;WT 306;Gaia DR2 5367774809996936960;Gaia EDR3 5367774809996936960;103706.75-441236.96;LEP1037-4412;WDJ10376.75-441236.95;WDJ103706.75-441236.96;J1037-4412||||17.851|||17.289||16.955||16.554||16.06||16.065||15.879||||||||||||||||||||||17.108828|0.006646487|17.454784|16.600193|0.001|0|1
Gaia DR2 5376644127919488896||Gaia EDR3 5376644127919488896||5376644127919488896|11 17 16.72|-44 11 34.85|DC|5640|30|7.54|0.02|||||||||||||||||||||||||||||||||||||||||||||||37.46978335|0.036768164|26.69|||||||-261.6997873|-22.99331257||2MASS J11171712-4411345;SCR J1117-4411;Gaia DR2 5376644127919488896;TIC 162362188;Gaia EDR3 5376644127919488896;111717.11-441134.49;WDJ111717.11-441134.48;WDJ111717.11-441134.49;J1117-4411||||16.14|||||15.85||15.39||14.793|0.049|14.652|0.067|14.406|0.076|||||||||||||||||||||15.751782|0.00198293|16.088417|15.240011|0.001|0|0
Gaia DR2 5381346739148118016||Gaia EDR3 5381346739148118016||5381346739148118016|11 49 01.31|-40 51 16.06|DC|4290|60|7.75|0.05|||||||||||||||||||||||||||||||||||||||||||||||25.65907865|0.13297433|38.97|||||||-249.7129851|-67.81562519||Gaia DR2 5381346739148118016;Gaia EDR3 5381346739148118016;114901.67-405114.98;WDJ11491.67-405114.97;WDJ114901.67-405114.98;J1149-4051|||||||||||||||||||||||||||||||||||||||18.194908|0.013371433|18.861599|17.447733|0.002|0|0
Gaia DR2 5388381238446834304||Gaia EDR3 5388381238446834304||5388381238446834304|10 53 10.86|-43 21 54.78||||||||||||||||||||||||||||||||||||||||||||||||||||27.0965|0.601|36.91|||||||-5.107|5.184||Gaia DR2 5388381238446834304;Gaia EDR3 5388381238446834304;WDJ105310.86-432154.86;J1053-4321|||||||||||||||||||||||||||||||||||||||15.929307|0.002241065|16.23878|15.280802|0.001|0|0
Gaia DR2 5388509095328523776||Gaia EDR3 5388509095328523776||5388509095328523776|10 51 51.42|-42 37 21.33||||||||||||||||||||||||||||||||||||||||||||||||||||25.7076|0.5793|38.9|||||||-10.555|4.819||Gaia DR2 5388509095328523776;Gaia EDR3 5388509095328523776;WDJ105151.43-423721.41;J1051-4237|||||||||||||||||||||||||||||||||||||||17.9847|0.01195191|18.438883|16.838564|0.001|0|0
